index,moneyAmount,serialNumber,leftNumber1,rightNumber1,leftNumber2,rightNumber2,leftNumber3,rightNumber3,leftNumber4,rightNumber4,leftNumber5,rightNumber5,leftNumber6,rightNumber6,leftNumber7,rightNumber7,leftNumber8,rightNumber8,leftNumber9,rightNumber9,leftNumber10,rightNumber10,leftNumber11,rightNumber11,leftNumber12,rightNumber12,leftNumber13,rightNumber13,leftNumber14,rightNumber14,leftNumber15,rightNumber15
24,100,61520093,lAZ71qWs0E0Tho5R4PL3/wiB8GNl/kM90MBs0IR8r8s=,nruRZTBPqZGROziaDsQUMQnZ4T4mtNGwhA4sCPBeobg=,QwE5CfCexzXdIoIfn6S0m2NCZP4LpzewZONXS1FD1oA=,1xigz+6Mylw2ywOSEdqx2rbJfH2eEXVIBXo37AobEQI=,CqKWK26zc0TkjNENR+GZewzfEV+wAwTMhxzYcS8xG5k=,oyn/207KgYxW3ynnOFO6xVHpEiHvyuEVMbTOIW90FjA=,qKhZIlDwCaVX3HPBt+oN0w8wGZdf7QUznvNKJ4yj/0Y=,6ixGxC2vQ2VZmm8b4LTXc7WDwNLO9KTKy3UD6xqetzY=,4cMKrd0vW9z/iTae++SAlcNEZvFyi6GuStJjQEJDl1o=,MIphJXFRETBydruIYHI0BZ6SqEvInYiuF4PhmIGQmJM=,IbyfuWG2s9flgmbzwGCppviLLGQxiNRhSiLUDKn0Lrk=,oOc2j29wadNMXHhHBrze8z7kpBld/ouoQxgwK5/DawE=,HVFmRsjTFFLqBlch3R4ojuEvs9lu2BRy/kIiBK82Y/8=,ijhvRWRk/2LS5zg+0u+QC8ZO2pWDhEBRqu/pgUMoHLo=,YBQ6cAFb6tOCE+xP/qkOz48q6RyWW9lhZmKfOZIKbGE=,Wsx9XpbS6OINEjJS0zRuEyNJevCY7O9NglCQqBQvgcg=,XeXNIM1lJ7x5LHh0n3v9WJAz7M5MNYfCHcbXiqR7ghk=,uUgdA4Q1boGCCFquNvKnfKzSrG4h/WE4vQD0hZaJt/8=,GIVrYwCZQCOUmGfi5NgLykCDqRPNgrFhqHOSTB9RQwM=,IZ9R+lboOX2PxfcNEysfWj6xjEHZFMtZ51lwZi7R/U8=,rpd+NINGIhbb6mxl3sYxnewGyfrt/kkwYqFAlCVvff8=,jghccYQ4dWOWxsRlTHOuQmktA/r3qip9tJUsQbDzHTM=,vspiwLz4HhD0L8jYKvqPrnhv4L/KAz3/eTjRBhCRuWc=,l4VXnNAhC/lt6BtGc1/0qY/kCYe1pt3NO2UfLX7afPA=,gOQJFuYRoWXZMBaNuLGKvz1nt0nWzJ9uy1+sc8TCjW0=,Ar0NnFN34tomD/E4WtLjpsVkR5qlQbtCQl5xbxVmriQ=,bZE3ORfN5ipPyYSPEQngLxXl2RhWFfqjpG8ZCztCXgQ=,N/07BFA277FdGvyy9ZuWWcUBKMGvDwQOa1rtU6Ndj4A=,YaJAr77A3Kp24Irj3Ue6WbrO0iNL7KzIZt07COA/XCc=,e1GatSqkJKOpflSBZF6mJYzi0CfCK65/8YDbISSiYB0=
25,100,96711620,Mq2drfmlgnDGrqSeu82CKEFFQkQ/5WNjrADGL973Zj0=,kDRCAvsHMX3FmHSSCTijbFajOnYxtMrx2NYpE/GXCN8=,XDp701Lz5nxKNkhcbdj63zCJUYOFsEnl4DusCb7wrFI=,9TwsRPwmMtrYLE2wE3PQU0W8m77ng8jj4Ev3TuzS9YE=,spfGZhy334ZwISZ4qyuNJUlNHTDaAmGxed6mUWXGZ2o=,ugcGPk5UciAUJWhgimtCBqJW0I826UB0aX7LyYhOfwg=,YNFxYxAUW/wU8VvGIz06aJ6ZXdwdwXp0piC9w1EatYg=,qoECO2NSpY7cyGP+yKOz4LebR+fiWD6mTTih1bVVIg8=,TYareuo8ouaQnZSoatw/TAvQEBly7dFjlS6P0OwQWro=,DQ2Y4PzPAvvgLDJCEDb1/lMxAhVet2MAXuvmlQfz5Tk=,7aBm2xzJoYHnNecF8oFXsUlJT+RvSIWiQfsQFooj7f8=,ZFgZIaJRC46d2vAgGlwnyMa63zOoYPHK7/a2v0bXFKU=,V4vSaHBDigNMQU4Bxm3yiVUsCW4Fc7xSBDrfgOXNHOQ=,Kpc+1JNqunjmLJpIN5IizZc0k+vzbnTnm1kx5gBZgCg=,VLDl2qa5MSkFXtz0H89b2UTODCvA5E9Gn7ygo8WzpkA=,n9xXLzab+C7wAz+x/It3dViJBRrJsnuQziauYxJ019Y=,oIXxadi7Imo1FAwdm/QsAJf/uoofTucqJMSFdCAoSyw=,TJjMlneimdSkxsBKaAqb9480aKqOuQttN9LMSHEiEgs=,OQAa68Zb93zMVbF9hpagSaa9znP+PbvM5MVeE8aBO9Q=,Yv1x6g/M0RNJkfprKmHIwIFH915NHqrDp/Ysa347Byg=,0p2I4i30/rRLndZHdBbX/Mgc3l9bEvniA2jEnUW1XH8=,60DUn9L51kvh0SfYWxIjW3gImip8Lit/v5QVbrAGsks=,CSN24EiWNgPQGeQ29M8YN32kuLKBBga0SWRZITdoROw=,bc8nEMn1D5cvZPEMGn9xjClE6/sTJtUsmS8dmnVDVlw=,7ReCD5TenFWv0wvq+2L52sIhGH4qjTbOpRimPKiOv9A=,xA04t+ladzjq/jlQTO7GS5qKALern+EoLPJC4k6/rIk=,50Sn/d9fl+S/iwlkbcGapl4/Y8Tu6SLYsq+hqni0X/I=,4hWaiojCqgTYVf4dl+gou0JPF/IvmV4nOC7gyXaF/kA=,TWtNxtL66lYgH+wJnqVxi8tstjd51hmw8w/8CALg1zg=,BxGxvn8ZM1qMTnp35duQVP1F52cUtK2b/L3eggkIIXU=
26,100,75430839,NdGpcBE9VuJV+6yJ3fiibh5E/FyLM91A2FQRENUq988=,dnI3p7XCxVfGj9MEvGDWV/GuzW623PBjorsCronnop4=,+14EaQzNERv6my2wqblFzGmNUbAwm8VR2H18hoeLKKY=,HbFUb/M3cOyxUDuMAdiQjuAxUviTTEmtcCrvBIjwWX4=,UMeN5N1x8z/kEA2zOMgsv3cwgK1tkhfoPT485xtP5vQ=,d+9UK3CtvCvp4qeuEmjwE8epgMZqxiQbIFVaOTQtyF8=,BBzWaYgE6r7rJS6Ve38KOGZNNZbqswLKDUGNphpdixI=,5/FZscSxUA+U0s1fxzi8yVMEA88hpBZIIOqKeZRvyGM=,65RSA2NwJeUKwTahUg7jSLXMXGb/k0UOOwpQF+W0k44=,RAUqux11fYrzuIGEA44a4MfpBeiZhD3MF0pHzgIjr04=,zu0bVYJhaOsbYT/aH6YkELFmyXz6B9cIY8mhGsFsZQg=,DghGdj54TksQ11flCqwMlnY+gZQT8O++qxzPRKJBL4w=,VHFAgD3L2cGLPKuPHaRCd5UxYk/kJjTnwaBSkY2MUpc=,mMLC9lWfcbnminfGYwzM9F0xMQWLbVhCyw95UF/7WiA=,ZOrYV2LFYwBS+BgpnImwwd1DxIBZ7vd2HAo3lgHu328=,iFUNQwEhtwK1a2cCrtJ6gV/pwWeLYjhcw6kK1rdnuvA=,WF8oZBxIm0lX9XEcuYxWzb+8mmhyBWU/F0FpysYErgc=,aB+YiaCi6y8Cv1xe47FNp0hZ638Q89PsgfZmLCLTdLs=,28SyAtstc/kVpgMqtYKfBFKzbToZ3KkxuxsCu6MdS4k=,aj9iZP9tPiX5rm0U/Jv43daIZLCewJhwVzGTuxlT/VI=,Fzh5/P4XGldTdPKPLMmEDF0HMrWdH75PjofHNR9Qss4=,1Zrke0clGBvLU0QNER6/Vn/JwrGPeLWJrEm9Rx/p1Vg=,KP+Og2t8jzYEgBowC4DW/8d3NTcVWzxf+cE0GDp6QSo=,At33QSFawPBjsxKIMroIhTvzFNd5xcBrSgeKJvyinDA=,1BURsgF0nXYBafaehKvLFgfjTPWyoBOgExP9z5Gg5dc=,s58kD+/XsyCIsxWsIjU58GctV4aQBwl63Fv6b2sOsH4=,rw5mV4vO+fE/frvsNH/0Ct7A2gBipZ0jE6+bPoTKTpY=,coJsI8IRfTTD8b5ZFK/Y3wmUsqIE5oi0pLcsG8q+YTY=,0cM6EF7kSdHk759WppaRc2yeH2+4F0Pfrn5af4+jnDA=,UAq0Cl8ht6IE2fydEiO/CjdB4cG0M15GwQfub/2JJxo=
27,100,69896949,SC6sFT8gPT6Cxtc6OVxhXRwqS8wAlgSx7zlGzrYM4H8=,uuYiBFW+5Rucv1m+QhaJwgE2gbQNXF/X7D7GhCWy9TM=,DhxQRBLssl2puwxG3tfDOgw00+4MTsmdCR6T0NSNT08=,MdMJxgOohQBJGNSVI/zk2F6o+Y/OmnViN02/PGvJMIs=,A53d9+0OC16w/fC3eeL8HsSlSoig0pmdTwuZ69tUeAE=,RMalyWCtLTuOQ+XdM/7eXm94Hh0KdAH9IiQiCQGLRLA=,qYTRzh3BYXKiwjmW8SNHkjpAi+E8OSSzyzGEWS19axM=,4LYHPXoz7ZeFsO3erVU2Rp2IVdMS+eAkFpsQqjjEnEw=,gPuW/rRNrDkX80cWoxuGSFU2U4miYna+E+kLQSTi2gM=,Y8zSZHr3ueVNgIie46g1tuRpumDsbbR1UZ1adWLXvNI=,9vcgRGrpGAuYDG5K+cX+CXSB/PipLtEFytxsNXHsPCQ=,nbEQp1G9VRc0FkSinCjgO2J1lSA0E99ckhVVuAeHmFA=,qecZn61qjiBXOXzrySOf4/8aYObB+4v0RJEiEXPVFCo=,AYI4U7tzpactXz0qJN28RTVryfNpfGHO3Y2bgu/dmEs=,SI2mdvRuLsVyKz/eKNNseruxYkGxh9U5/fjiUpWdfwI=,VWQ6sDgNlwgX2osI2AS+lysgwPH8fmf02z2a+q7Pn6A=,bIbdgxNTOi98fe44cj7H4xyBoEAmK4/W+HqNelyquU8=,FLhPWbAS6wZeRZnMosPqEPm+MJ5tRjr9D2WBogGf22s=,w2PdTsOnkDw5BGHel3ryzlKxlUbUDH9bletKb82y4hY=,w3U/ggRXgrcrO8hRD29H3xoB1yGxmsmHG4re/k4MI+I=,0VXYD/ft/SGnOgTI0RBwCTGkKG2v2rK08Do4ctf/ePo=,q5cMKJ/F+sqAwi+gLVslf51pUPnIIz68tgaXTBGMTfw=,ckNUNfbIFEVrI//xSXHi6Bboayqebmb3+s2oEigR/M0=,24n5rN6ivkndOqeC/6ieW9xXHfoaA7dbb4w+ajRcR7w=,uC2rr56YctOlOXoKw+VpnrRVk3aoXnWZjy4wXopuhCE=,02PEoEz/MJmReiqnlqURns+cSWrr17GtRHecMyTqQpA=,YKneMh4Px/uukjUJ3SqBjBEJZqNUbph5k4fsoZFfhPY=,nFv9z3Q4vX2NPDlmnb57uMrcxdBTKOfW10f1csKpqYY=,IgiR/9YFZ8ac/LqOH7P39b6CsY2G+6VMePxBy43UYYk=,NoMEV+ukjwnWhNHY+VuaOTJTFfz326iuFwuRPj6fHoI=
28,100,40841834,CP3kJw0zD0QuzFlVwWDJJd9beBbrxQF2Rwvmwix4dL8=,UHHithrMX+p8o4z23KrYWeuf7CLKzwiexk2SNTqJunM=,GRI35onqq5UGNetzOWhqJuOumXmIZJDLpoMEieQ2M/c=,4vV5BxeCWommOX6mAGMXf4ZMW8IelTBOiq52XcqbHNo=,XHqcRPj58nuGsb89iolvQfeewD9zvP85XyejhzQsMIU=,ux6JJxk+ezBZIFJ+8psi3BVv03p+VAdzrOzBGz+x/8A=,AiNLWoUyRX4MxmMD6Aexm1Mvc+7eF4lZWy3wm1/GUDk=,iBHgKKrW2D3HBh2rw2XlaASIUBYz/MaiFJqAqVQGuao=,+ERoXQv4FDe6pnBnPgsqPuW3stfEw3WL8ZloIRUgyN8=,lEh/9qIFWbwNAucJSQ5fjrDpCghp3y251K6pthRQrhw=,5YUAF2IpWOMrX7sroPZHi9TWeJ8Z49rPSSY7PuzbJWI=,WYNVpigsQ0Lv2SYvaWbZWDRHO4qW7wyDfstnhIg7XTU=,wL14dCdQ50UBH8dPc2mqc5a6Ivyq/YIhjSXwP+YSLWg=,j/a3gDAkXQyL+91wx4Gm8aVOKU+BNm58jw2Lb0EWZ0E=,XonlNu4wMTBMiJgtTFEr7tl2G9VnWDCEVI2u71fl5tw=,S+xDaHQQ6yg8wBcfAQlgmxsghTrE+yJnpmfxBUXpIMw=,IHRYWJG+0pR1bm5nuYcHUeb2djaI9PD0leuyBUarC74=,4UOuLUlMatXt0XtrsaXpdSEN7KDXwfuP/S6k2abZFEw=,1RNlqsHDxDnB4jeALYgMg5H1UCSJABkD/9LZZw5EeQ4=,Muhk8NTJIR7W+vlw1MjhO+TWXdeGkRjek0ReN2OGBfc=,XebyOyTBZtiaBauw1DiQmGOae1yEadKm8C7b9np85F4=,5oF/AHu0a629FGrd1XwsJ86HNaLFaoqV9oKIyEOsa0c=,bniH3uRGtFNgxTUiXuoy7TrUQOpEXHC4W+89HXkAElo=,AYpPsur9MXm/kdtRqGkm/k8dcCM8KxnuWwzJk5Z5LLA=,42+jZTu0DKaFjL5zMYxz7QGF/R8MdlDv3oQ+fzevcek=,plytFvhbEgGlBP3VF9dKzo0hJOiXc+lsaPX6oodbmak=,L5DySysLSZFcL+vty0iw6GCKs+KoWj8YBuXahm1AUBI=,uJk577EtQaQvG7N0slNUDJNnP5MI+ztXnyvgqRTz4Ak=,Ge6zO/4ayQrP8nwy6O4g97093nmMEkqbZQubOI9mb48=,/MaJtYXIjrKLAJMGiMohAbvukfj5QWFmcihaV3rXTtM=
30,100,53371172,1yWKsQZTGpN93V77uJ7QqHIPd3G+aGG1sUMkBFucI/w=,E8FhSxiMVphcRmqVHfb6R06DsYOCRjUhbUlpCxjPdCg=,ctYFy7A9QUDL53uBqEuuuCMvUMMvLzmGOx6IwsIFLg0=,j1+p1PsowRGPbiTHPHwu54YFSA8JXuhmfUjzCDBPrqY=,UPp4KUd0Wks3e9ehjylQKzNwEOQJlsdcrGDJ5PQ9ukA=,g2IKOkxS89j/jnvWylNr2T+33XNPVr3M5ThQc8L9dsw=,o/RDk7n4UQsJtlBip7oi2swI5GtF9ROoKjiBfbtc8jY=,diCXexpjGvQ19VpoS9cYrkxhvmb8xo58q2pXefhDx6E=,fr+92Y0gFJU6Clyr+bfgKk2AcNhYJQnBxXnBFR715Ao=,UK5IDU+ZN5JvhamCBYCTm1Qo0pQl33pKIw5wByl0HzI=,NnFVmp845cB4TKs2nokCZQWbIJrlBEecwCfB2cI6Tik=,50N7Fpe/p3035NrZAVDHFskzgVsvghydKHOMmhB3sQQ=,RKwBA2xLxzJc2eqVg9icgUq/AMRcKaDbcqw6qejPKlg=,QDicwoLFiHQRjlTAXf3gXOy8yXnmN7dFT2BxovBy7wE=,nbSUVY2l9tS3x1BEctajM9fAPsE5GYkHaIjJ+eXQCig=,vnYTqkeWhB0wyDdiBBO2qFsF9YgTpsEcXwPFnMtPvzY=,1KAIq95G5fFAF3EPfmtbN7dXWUYzfUrD/RBXJAhSQkc=,e6wTZ43pQVV+WhOtW/thViFnIUryhJRZ+ImljrLn6JQ=,da3jUweAgxF+VUSOJBFCEixifZ+5APDxqqcK1TzSvGk=,Wp2F/YXvh2JuR6Ll4SZWxauK+sYGCDetrd06sllMOMM=,IdR4jj0/b1/hvfMF2V+oWyys6eNQMi+3380TlqMSG+8=,K4o260Iq0IuMxd5DdrIUtl/R7Y71m0DP9sBqd3zDWMw=,Q7vu5cw0DYbGUEgMs7FLB66XfT4+C7Y6D69WAHbVwnw=,9CmUnptWeBkW7fSKCvIX72Y4RyWZ8+8Toan9VM3dDA4=,LFQgtScknLFhrbH6exMbjDMV1Q2cYafGIlWQXrDCpVI=,D4bu0hlILtb8SBfdIpXOdzV9br3FskrrFAXuDSlITPc=,ZVEz3lVKr71RT8N0S2r5jiX5JDTujqnoiSaGU0FSwUg=,L+nzVw9WNfAjllSC8X94tQiGi4+YelXFPat5FwgBJIg=,CmBVoSnccuFeRsYhDHdsCy44fUir6HPRFszS6fcp+wQ=,S8dh/6u9Y2a0c4pdfE8Pb8k0ccbR9fYYz9Fy9RvokZg=
31,100,90178655,nmKJBzt0cVJMPJcoOpLgW9XhRzgrRRu6zXBj3Rdw8Io=,IKUrBCkwC/Jsyq3Xds6zHZjN5MmKDSy/qHqqi2cCIZc=,WtiHdKaSQyusdAfZPf9tXlXcJRbqqZeZt5g9AgaGB7I=,f2wShPW1e8ZCHRaBZ6ZngryiB+2n+HucvUl84PIRurU=,63IOGrNAnYNM9//4ejYdXnck/46f6GlxjoHqLuor5fM=,u10Sr605fg2Lufy7SdoOvYSAhG6TUYq72pVZpnTAuuk=,KPe3/vq15l0nFnN0j3yhTclI01rRa0hHuTGtwQws2zw=,L/JaKk5QpNRcqbT1fzlQfRO5hIVPnReY43yx+U52zN4=,2as9LIaFhd2nk8wOkvI8u0YYDVztISB/+0J1YLbh7CQ=,IOyJ++q+ThIHFLu/5MqbOPmM0/K3YzdHW3k3t/82orI=,AKYY0sz+VJavvRe8Pcq9kGvCi/COh8veaRxn14Dqf6E=,vdAC0m9KI1/HQGPdEAHzmomNfbaBW3lT4v1ycj1pX/4=,Y80C3n7n7clzV6HbshJfkikecnfzHBUb1qz3fQ93tbI=,2UUwV8IWANCqOu4esScc8APwOh6/08YiujpUzGMTsxk=,kB2Ome2yI8Fp4nq4gg4wPNm7czdQfxccDkjs188++CY=,UCZkb9zhpb0e9i1zGIVSKNoxMq/48x9mZA2wKy44cTg=,PQ2wq9UOzfrmZCNci2qrSezBL+A3e/emNnFnhrx0Jb0=,NkWsC+7wo5rH9JXHyaQuODsHuKPcXDfQYGTh4mZh3/k=,13Qc3AED1hMJ3/sHsjzR5zYPKUeP/ZvhqOmMe+4CSvI=,ZqwaEEDEMCMVU4GUrWzj71xk42Ecw4dt80l+xDzUbzk=,YMNDMZaURAueu0Tm8V3NvMhvl2qDrxj0vxPGPWM491o=,uLzoSDTgfHpdB4IZQHejlMcL0RkoubOshbHeKhD5v1c=,OYXxUlfOpxYhSjz7u9qh8ddhKNpdCCZNalScLJCvXvI=,C0Te/fy9Is/fnftpwvOBI/gQQHaKbKjJntUDZGYQbEw=,ElVIpu6AQ2LewWz9vrvTw3OfpmXpxXfbg4fY223SkVM=,q53t6ETS2wS7fl/Fxv1JfZxNImkQarTZTOeugeUoPJ0=,6n667FeU3TK8G8YehV1Bk/MGmf8rPtg15JyN1u0JLco=,ecTagS4V6KW8SuZTEJYnyHICvhIKSJk+EY9bAkd5hlo=,s9mIWu/ulmv5BfpnyEKLAepNkEeQGEySGRUeK8t5pJ4=,a/RnVLxSDvTtmXwReZn/fe+Xc3web3DIHCmxHvokZro=
32,100,27755063,ILcc7WxSCt2oetL+JfOGveTluS8ibP7aoE3/kG0A4rE=,aDqldvc5uL92HHItNc/0PXiq0zgvzGrxjD9OyVBZces=,ABkFwDWIdNUnQ0t6uGFsDsavQRRTHsxsmUlN3NT/cYU=,mwjUHHoYgdE0YecHUyj6yBWizMQUMjVKIFiQDIDwFGA=,87F2KcKcDjRrTe9jL2ETA+Zfgd6yeB2ZgtY2u2fo8lQ=,Ud7vAbHMdFqjm5rOvTxozrmuYKxiNv+SJiQtgw5An9g=,FNcJY31h/7FEYxAi0bVn1Ag04JtwNRNEXNM4fxtijyY=,vdGm2TLgmxNxV7AnfaF3sFJTyKtFZOK0yj++BZwApsc=,O4U+JR6tEygwK0/5oOr17glvlQ+pu5BObmD7GspfETI=,LoDqWCGEY7AuZS5IG+L9tovM1GkTk2Ld8/4AjEiUOqE=,xJ4NhRWjU1C2YOmuaWsc06qTC7ijV5YPZkzXZThCrgM=,xOVJ6IGs96dZwTGmevpdvgNmmCYNvi1sUEdChaZgT0c=,le3Fyp05mSTiLQwtN7hO5TrMugYBYb0efszrGNtkzNQ=,FAWbM9Zgr4qK3RYeK+qHeGCZYeZMBvNvhGczFBhD2Ls=,kEXM30NL4XaEaPbIHpwwG1xrRZgqdFa/k/8VEh8Vkuo=,ut90Adme3EOFc+SzrHrh7ALdV6ZnLVKO2eB20nCbYRs=,TiYS6T7b1CJIwg01bWdLQNSzeubnlDK2EBNWcNCPRG0=,2P1lgmb1GoVc4+XeRNzxPOWK+OsIuaXrTwbjol+nSoQ=,VW0AuvufIaF4kyPTEe9CVcWATIlpb4VrMAeGVkNEpqg=,B0y7c3aN5+nr3gmdQ+ggtoQdiPzfp2JigyIHsoMYtko=,vqc36YTQFcuL3M1eVxgIyQQHZcbPV1xILJOT1rK9NWc=,Nnlf8wxi22/5Q+pDmp7UdUmyfR+rzTB6AtMh0jr64SE=,F71m3GwoPqe4M02rHhNs/j5guhEGq5j0erjcOPOR6lo=,zxP4EsnqGbCk/r90/s4tsypSmsi/wKARnLecqVc1tCU=,y7Hm8+wyektQ4Njd922zbI7jQxRa9c5QYdVdPFSgzyc=,hCyUZAFBBaVDNju+bVVlLYlW+XIaMD5r/6uYAHB1GwA=,PH5qnL8/L9RDeehsfzjQVzg8qVbgvpoXCTUXI4zLi7I=,mxt6DaEUm73sgIXsxM4iqci2CGEerEWNflTA0+6tcsw=,+Cv0kxG0xRIDOnhbluLZ5WQGCpz406VNvgCOHD0ffOU=,9CfLFtALUwk0tf5C3CRcQS0jMS6YmTZmlK2Js0uIzgc=
33,100,51294189,hloPlmJz4Q9Ug9mO+rmBGOfO19ogZOtebCEvEVcDw0M=,Su/GqeCfIEuNIGikKC0QbYdCxNXyD600KCvFM2jubQM=,3HuCj4wHd4gNgTy3rU5XSEKPVT0ypIYQQTX4vGSQu9g=,ybv35A14wGvXTUIXKYyzq7oNCA2EsHr26n9F2ovXb6Q=,KWRSeukk35ccFa0JB7Aov3AnU6AzJS4UdRDsGIiYNQ0=,tmQYhBqYnA7IC/fo1xYLDE+GfaNXj6dR0f+wuluAAyY=,/6jl+JlYntE0VXcs/dXoS0vrc6tWWO/vM4wlxmnCTb4=,LJcDSHTIfk/7Hs+oGmdTGvtgqdq4wbc1hK+rOli5X8k=,BeG2V5UKN9LmRcQjlsnmCXqUSFtU7B90R+05vAUbwBU=,QbntSU3FcFiseuGuu4LoxclYetlPRKmrmhAkh0ECYd0=,TfAa5qbTF/JuxlAZdfZfBRdpgEDWhMENH9q81sd9WZI=,pVZe6oceZVE51rqo7r3417yG6xXUykCUTvTjFk8HZBk=,Fcpn0bl3FZpVxlzeVVS6wmenrV+7Ey4TnXHtsfvRzy8=,QCwbhAqCOJ1eBUiUz3h2SNFMVC7mc+gWg21+g8w+xFw=,VUxGXecKdW35FZYKDJdJ3wJoc7F4BHllfCKQI+EtTzI=,EGnVsGGo2abGuEbEjPYeJWJ/CETmwUYzxgGu7QJeTvc=,rwCIK8S8AULb+rhYuoI4UjQWEoArQqhHTIitrxCvJHA=,MIigBhvFKENrqRk71nDY9GPDL9wKCx45YipLaER+BmQ=,Zfd8QjwXahK/rSo13Cycb6BQB3spLTvKQCFZgdueMDM=,jgZkFhOW8skh/uNxYJ6I27wG6dMzFNKgOGqpceHiHKs=,hmS3Ax/zy8VotcZGH7LHikAA4nf4S9Esonfi3hdVkUE=,ufn8EuYUSBSqJZUoSPqeeSxMbXt4cupMPiuD5quYyG0=,+r+0c+VsyfXU93nqILKhL56oJbYTzI9R8Kowf4+Qp2o=,396ZcMapjk48wnp5oDY93iP3onbArxS0YdUJsNylfHg=,JDW3tFM8TmuT+Q6LS49eDevdtdcP3JYRAL5E9hc+rsA=,jnBrNS1lNNrjIVbT3eJ/dMY8XmX+4D1KvhYfg7iGdkI=,tktOWfiYypxxTtY7rCaLY8sB/Mn7To9QcadUrSTwrQI=,hQFpMo3j6LaH0OipqzDRjIinQ7eeCBN/azBSku5HGig=,gcDKPORACbBADmn3ULoMnEl501XrZ9YE/wClxONMioA=,gZCPvXsj81ziqq+QSjEGo47U6sQY2UsbnpHMd1vS89s=
34,100,55781526,sWMhGF5rUUSFIzUJ1wHOefeKB0dbp/VsKKCCDfkj0x8=,QKB2Hj7IITtyFRfNooY8yNWtN5U4HFyWBnGq2tJ9LLE=,ARKO6z1jmv327PvX4BVY/z0ttsg+W68HVCvTdgN8bvQ=,gMTfoejF5dNHZT6640fVAFZd8P+JsuSOTpor4jOlYm0=,y86kuvI/WQXRdp3od7G7zY+LYf3cKcLZsOlaQg29Y9A=,+GQDiagXNHKu7VseuP8TpqOdpJtiNb0gx76S6saDXjU=,j58MKAx8HAGJlTdqjU5Hw9nL6P35LcGTFNX795xK8qk=,tJoOLmlEOjExGx06K7cu+NjC/lW8EN8KS2fiFZzaMUY=,fNZfUZw8O/8CVk0tGNW+NFqPNz3KI2C5/E2S1fCUntw=,St6dpkjNZUK0WSXOlmY8l+1bau6zlf1CAUDtVdmmGs4=,Q885l6nwzmIkivPHzU5LBlzyA6iQjzEX1EssXgijJ4o=,soMPWcvgzRcRFZUvSknbmWMt0GaNIsjLCUDwwkxv6RU=,gBSnl9kReg9doLoZxEjZC+ClIY9EuqaySA3Guj7SZUk=,ZwX+ZITkDhEvxtZYIjh7uM4jvTN/HI62wAuz9u7DClU=,KzHHv+cxFlzVnXcwXhLOyT5Shj3nlU4LuO2OqBGVjPU=,QGM5ZjbZPJiuRgFZA1APybZpHuMm6iUq8+MUR+VKM+Q=,TS3Yk09v8cto7Xhg54cNfgwpxZx22LMCRdScK1efCT4=,KX4byOh1L1WUee9KqB3v7fAWVgmnLoIRT7smGRlytAo=,W6f9y6jTAD6fvH0ijjjqH2XIAxOwCWvTx4WZBqdX+sw=,EjNfuvW6xgWou+aO0nx2sT5qlI9qOTqd7KNWN1gTjPg=,poSjokA9MVtpwCpAso83cjfwjg7MR+MVczAZB9WVqcA=,ZvJnv6JmdAogMMfxZ0qsl5RICvaYB39YTxJa/pXwfQ8=,xSSuVNz8UFGsCfqzAkvtQfyLgKO3ogVPJLkLRODtxdU=,7J6dP2l3r6bYqX7fGqWkjtLigbcHkw7go9EQ1UZWSQQ=,KwqAIyDGp0qG5dQWPXN76eT7THItMJe57FZBFx2pZ4Y=,Ctl69u47CN0+Q32We5OUiJ0lxigPcICgNyLF8VrhKH0=,GlrV6hyXpZ8dx7rrHKHOleWG559coe2bRD8uri55Vx4=,vD518valdLzecIyuLAJJJFY7r04Eavkt/sTzfO5Pxho=,eAiix2lvio7eIRvXXY/Z8vDjtl6IH62rF51xtOlvV6Y=,wMs/9Xv0Rcd6opPGa6vKMN3WXPDfdsKIU4tqHWNFQIU=
